evaluation_group,evaluation_subgroup,source_split,scenario_version,seed,episode,frame_index,timestamp_s,teacher_opportunity,r0_selected_edges,candidate_selected_edges,effective_selected_edges,candidate_binding_change_count,effective_binding_change_count,positive_teacher_exact_match,negative_exact_r0,ood,rejected,rejection_reasons,fallback_exact_r0_matrix,fallback_exact_r0_binding
source_independent_evaluation,source_independent_evaluation/validation,validation,center_failure-20v20-v1,20063,center_failure_20v20-s20063-32b93bf2de0b-r4dcb163981ae,1,1.0,0,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/validation,validation,center_failure-20v20-v1,20063,center_failure_20v20-s20063-32b93bf2de0b-r4dcb163981ae,2,2.0,1,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,7],[6,5],[7,6],[8,8],[9,9],[10,10],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]",6,6,1,0,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20064,center_failure_20v20-s20064-f2b3ec1e3098-r4dcb163981ae,0,0.75,0,"[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,9],[10,10],[11,11],[12,12],[13,8],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,9],[10,10],[11,11],[12,12],[13,8],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,9],[10,10],[11,11],[12,12],[13,8],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20064,center_failure_20v20-s20064-f2b3ec1e3098-r4dcb163981ae,1,1.0,0,"[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,9],[10,10],[11,11],[12,12],[13,8],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,9],[10,10],[11,11],[12,12],[13,8],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,9],[10,10],[11,11],[12,12],[13,8],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20064,center_failure_20v20-s20064-f2b3ec1e3098-r4dcb163981ae,2,2.0,0,"[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,9],[10,10],[11,11],[12,12],[13,8],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,9],[10,10],[11,11],[12,12],[13,8],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,9],[10,10],[11,11],[12,12],[13,8],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20065,center_failure_20v20-s20065-ad7caae7a732-r4dcb163981ae,0,0.75,0,"[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20065,center_failure_20v20-s20065-ad7caae7a732-r4dcb163981ae,1,1.0,0,"[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20065,center_failure_20v20-s20065-ad7caae7a732-r4dcb163981ae,2,2.0,1,"[[0,19],[1,0],[2,1],[3,3],[4,4],[5,2],[6,5],[7,6],[8,7],[9,9],[10,10],[11,11],[12,8],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,3],[4,4],[5,2],[6,5],[7,6],[8,7],[9,9],[10,10],[11,11],[12,8],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]",14,0,0,0,0,1,binding_change_limit_exceeded|rule_cost_difference_exceeded|relative_rule_cost_difference_exceeded,1,1
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20066,center_failure_20v20-s20066-2b8f633576c9-r4dcb163981ae,0,0.75,0,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,18],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,19]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,18],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,19]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,18],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,19]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20066,center_failure_20v20-s20066-2b8f633576c9-r4dcb163981ae,1,1.0,0,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,18],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,19]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,18],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,19]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,18],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,19]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20066,center_failure_20v20-s20066-2b8f633576c9-r4dcb163981ae,2,2.0,1,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,19],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,18]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,18],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,19]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,18],[6,5],[7,6],[8,7],[9,8],[10,9],[11,10],[12,11],[13,12],[14,13],[15,14],[16,15],[17,16],[18,17],[19,19]]",4,4,1,0,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/test,test,center_failure-20v20-v1,20067,center_failure_20v20-s20067-bdd90fc86bee-r4dcb163981ae,0,0.75,0,"[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,10],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,10],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,10],[16,15],[17,16],[18,17],[19,18]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/test,test,center_failure-20v20-v1,20067,center_failure_20v20-s20067-bdd90fc86bee-r4dcb163981ae,1,1.0,0,"[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,10],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,10],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,10],[16,15],[17,16],[18,17],[19,18]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/test,test,center_failure-20v20-v1,20067,center_failure_20v20-s20067-bdd90fc86bee-r4dcb163981ae,2,2.0,1,"[[0,19],[1,0],[2,1],[3,2],[4,4],[5,5],[6,6],[7,3],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,10],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,10],[16,15],[17,16],[18,17],[19,18]]","[[0,19],[1,0],[2,1],[3,2],[4,4],[5,5],[6,6],[7,3],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,10],[16,15],[17,16],[18,17],[19,18]]",8,0,0,0,0,1,rule_cost_difference_exceeded|relative_rule_cost_difference_exceeded,1,1
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20068,center_failure_20v20-s20068-47d665fbfed6-r4dcb163981ae,0,0.75,0,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,10],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,10],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,10],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20068,center_failure_20v20-s20068-47d665fbfed6-r4dcb163981ae,1,1.0,0,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,10],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,10],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,10],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20068,center_failure_20v20-s20068-47d665fbfed6-r4dcb163981ae,2,1.0,0,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,10],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,10],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18]]","[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,10],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20069,center_failure_20v20-s20069-0d133525afb8-r4dcb163981ae,0,0.75,0,"[[0,10],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]","[[0,10],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]","[[0,10],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20069,center_failure_20v20-s20069-0d133525afb8-r4dcb163981ae,1,1.0,0,"[[0,10],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]","[[0,10],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]","[[0,10],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,center_failure-20v20-v1,20069,center_failure_20v20-s20069-0d133525afb8-r4dcb163981ae,2,2.0,0,"[[0,10],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]","[[0,10],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]","[[0,10],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[8,7],[9,8],[10,9],[11,11],[12,12],[13,13],[14,14],[15,15],[16,16],[17,17],[18,18],[19,19]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/test,test,communication_degraded-5v5-v1,20050,communication_degraded_5v5-s20050-75f600426481-r4dcb163981ae,0,1.0,0,"[[0,4],[1,1],[2,0],[3,2],[4,3]]","[[0,4],[1,1],[2,0],[3,2],[4,3]]","[[0,4],[1,1],[2,0],[3,2],[4,3]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/test,test,communication_degraded-5v5-v1,20050,communication_degraded_5v5-s20050-75f600426481-r4dcb163981ae,1,2.0,0,"[[0,4],[1,1],[2,0],[3,2],[4,3]]","[[0,4],[1,1],[2,0],[3,2],[4,3]]","[[0,4],[1,1],[2,0],[3,2],[4,3]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,communication_degraded-5v5-v1,20051,communication_degraded_5v5-s20051-234b1263200c-r4dcb163981ae,0,0.9,0,"[[0,4],[1,0],[2,1],[3,2],[4,3]]","[[0,4],[1,0],[2,1],[3,2],[4,3]]","[[0,4],[1,0],[2,1],[3,2],[4,3]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,communication_degraded-5v5-v1,20051,communication_degraded_5v5-s20051-234b1263200c-r4dcb163981ae,1,1.0,0,"[[0,4],[1,0],[2,1],[3,2],[4,3]]","[[0,4],[1,0],[2,1],[3,2],[4,3]]","[[0,4],[1,0],[2,1],[3,2],[4,3]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/train,train,communication_degraded-5v5-v1,20051,communication_degraded_5v5-s20051-234b1263200c-r4dcb163981ae,2,2.0,0,"[[0,4],[1,0],[2,1],[3,2],[4,3]]","[[0,4],[1,0],[2,1],[3,2],[4,3]]","[[0,4],[1,0],[2,1],[3,2],[4,3]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/test,test,communication_degraded-5v5-v1,20052,communication_degraded_5v5-s20052-b85745576259-r4dcb163981ae,0,1.0,0,"[[0,4],[1,0],[2,1],[3,2],[4,3]]","[[0,4],[1,0],[2,1],[3,2],[4,3]]","[[0,4],[1,0],[2,1],[3,2],[4,3]]",0,0,0,1,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/test,test,communication_degraded-5v5-v1,20052,communication_degraded_5v5-s20052-b85745576259-r4dcb163981ae,1,2.0,1,"[[0,4],[1,1],[2,0],[3,2],[4,3]]","[[0,4],[1,1],[2,0],[3,2],[4,3]]","[[0,4],[1,1],[2,0],[3,2],[4,3]]",0,0,0,0,0,0,,0,0
source_independent_evaluation,source_independent_evaluation/validation,validation,communication_degraded-5v5-v1,20053,communication_degraded_5v5-s20053-4593bbda368a-r4dcb163981ae,0,1.05,0,"[[0,0],[1,1],[2,3],[3,4],[4,2]]","[[0,0],[1,1],[2,3],[3,4],[4,2]]","[[0,0],[1,1],[2,3],[3,4],[4,2]]",0,0,0,1,0,0,,0,0
