document,line,caption,path,resolved_path,status,git_status,sha256,bytes
deliverables/leadership_report/INTERCEPTION_REGION_REPARTITION_SOLUTION_CN.md,135,学习策略与确定性分区闭环,assets/region_rl_safe_closed_loop.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/region_rl_safe_closed_loop.png,present,tracked,b9a25c80bce7a1cf9649769f9caff8c5ab954c79f93c26b8ada94252a90c84a5,282939
deliverables/leadership_report/INTERCEPTION_REGION_REPARTITION_SOLUTION_CN.md,149,盘旋节点的世界区域与云台角度转换,assets/moving_node_world_angle_mapping.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/moving_node_world_angle_mapping.png,present,tracked,dda61aa387c241cbe51d64119ba8c38b933aec81581366af1285c2d6170adc84,256858
deliverables/leadership_report/INTERCEPTION_REGION_REPARTITION_SOLUTION_CN.md,157,相邻二级节点的边界目标交接,assets/adjacent_secondary_boundary_handoff.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/adjacent_secondary_boundary_handoff.png,present,tracked,1bcf756496ef02384ec9b11647b8d9c56ba3ccac548222451d6921f4ee60f648,234630
deliverables/leadership_report/INTERCEPTION_REGION_REPARTITION_SOLUTION_CN.md,163,二级节点主持的滚动重划,assets/secondary_region_repartition_flow.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_region_repartition_flow.png,present,tracked,fdf357771b0d3a20ee509e33e24ed6191c6b36c03e2908d8fbb1146f790acbad,254995
deliverables/leadership_report/INTERCEPTION_REGION_REPARTITION_SOLUTION_CN.md,175,二级节点区内重划算例,assets/secondary_region_repartition_example.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_region_repartition_example.png,present,tracked,1b8017b4663eb1a7084428aebdd963b780a56fe379f867fbce704bfd6467d876,287255
deliverables/leadership_report/INTERCEPTION_SEARCH_REGION_PARTITION_AND_FINAL_ASSIGNMENT_SOLUTION_CN.md,19,红外相机的几何识别范围,assets/infrared_recognition_envelope.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/infrared_recognition_envelope.png,present,tracked,d96594e3de85ee2edc24d19ed216a346e62d8bec1c6e1ade6c1db229dc3596ee,319280
deliverables/leadership_report/INTERCEPTION_SEARCH_REGION_PARTITION_AND_FINAL_ASSIGNMENT_SOLUTION_CN.md,43,拦截搜索区域的三级划分,assets/search_region_three_level_partition.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/search_region_three_level_partition.png,present,tracked,908c3a8dec151b2051c54e42721b7bf2504d55d84abb53b6940dfb705af6bc3c,417108
deliverables/leadership_report/INTERCEPTION_SEARCH_REGION_PARTITION_AND_FINAL_ASSIGNMENT_SOLUTION_CN.md,85,多机动态搜索单元分配,assets/cooperative_search_cell_allocation.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/cooperative_search_cell_allocation.png,present,tracked,646c2890adbc6a495da930c21995ccaed2eded3c27707bfba2feb7e47eb2573e,385980
deliverables/leadership_report/INTERCEPTION_SEARCH_REGION_PARTITION_AND_FINAL_ASSIGNMENT_SOLUTION_CN.md,127,搜索、配准与任务分配闭环,assets/search_registration_assignment_closed_loop.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/search_registration_assignment_closed_loop.png,present,tracked,a36945d836aa6319bddb78cabb421e675329837cc4dacd6636e6d593368f1fbf,354239
deliverables/leadership_report/INTERCEPTOR_COOPERATIVE_GIMBAL_SEARCH_SOLUTION_CN.md,11,二级节点与拦截无人机协同搜索,assets/secondary_interceptor_search_architecture.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_interceptor_search_architecture.png,present,tracked,94b775546d7876c02ff0a061410490b8d376e0a198f9d2a67e502d7133fdaf45,301197
deliverables/leadership_report/INTERCEPTOR_COOPERATIVE_GIMBAL_SEARCH_SOLUTION_CN.md,17,区域二级节点光电载荷,assets/secondary_eo_payload_parameters.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_eo_payload_parameters.png,present,tracked,3ea2d86518db9c9a141a07fd80ec0a6997423089316b9cc88bce9a0744d848a7,402383
deliverables/leadership_report/INTERCEPTOR_COOPERATIVE_GIMBAL_SEARCH_SOLUTION_CN.md,45,有限视场协同搜索的主要难点,assets/search_limited_fov_difficulty.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/search_limited_fov_difficulty.png,present,tracked,34c746a42d63316b01baf9bdade98879c696f31ec384dcc32356bed2c018e46d,315898
deliverables/leadership_report/INTERCEPTOR_COOPERATIVE_GIMBAL_SEARCH_SOLUTION_CN.md,57,云台三种搜索工作状态,assets/secondary_gimbal_scan_modes.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_gimbal_scan_modes.png,present,tracked,fb7e709eeabb8f63f741dc923ef78ada362500020a1342b80767e07a15097bfc,379405
deliverables/leadership_report/INTERCEPTOR_COOPERATIVE_GIMBAL_SEARCH_SOLUTION_CN.md,69,主动搜索强化学习的状态、动作和回报,assets/search_rl_state_action_reward.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/search_rl_state_action_reward.png,present,tracked,21abc9bea3a0df145486fdc20ace223684c445d8e17af9043ba0230675714364,297668
deliverables/leadership_report/INTERCEPTOR_COOPERATIVE_GIMBAL_SEARCH_SOLUTION_CN.md,105,基础周扫与重点重访循环,assets/secondary_search_priority_cycle.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_search_priority_cycle.png,present,tracked,427d6fc5be3eac55b6a5a261a0e532504cd361b3722428e669b985ae6eae043d,246423
deliverables/leadership_report/INTERCEPTOR_COOPERATIVE_GIMBAL_SEARCH_SOLUTION_CN.md,115,未发现结果的概率更新,assets/search_probability_update.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/search_probability_update.png,present,tracked,66bd31680d068d30a9ed676035ea84c47a560009bca58d59a1d36df60fec259f,223862
deliverables/leadership_report/INTERCEPTOR_COOPERATIVE_GIMBAL_SEARCH_SOLUTION_CN.md,151,二级节点主持的搜索单元分配,assets/secondary_search_cell_allocation.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_search_cell_allocation.png,present,tracked,19833060cc39036ec95e8ee48e4611fed6529c949990a5af05fc3a2d736bdb50,321610
deliverables/leadership_report/INTERCEPTOR_COOPERATIVE_GIMBAL_SEARCH_SOLUTION_CN.md,157,主动搜索训练与在线执行闭环,assets/search_rl_training_inference.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/search_rl_training_inference.png,present,tracked,8fa55c9051e532ed904465d243a1f3ee17bc899ebf1876b6efefe6bf1c3467a2,304309
deliverables/leadership_report/INTERCEPTOR_COOPERATIVE_GIMBAL_SEARCH_SOLUTION_CN.md,167,二级节点向拦截无人机交接搜索线索,assets/secondary_interceptor_cue_handoff.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_interceptor_cue_handoff.png,present,tracked,fddb48a665882972a187c49d3aa8c6f7f1d6fae2b71308fc284457f59ceb33c6,293603
deliverables/leadership_report/INTERCEPTOR_COOPERATIVE_GIMBAL_SEARCH_SOLUTION_CN.md,177,二级节点失效后的搜索接替,assets/secondary_search_failover.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_search_failover.png,present,tracked,cbcbe56e31ec3c43fb4c30704de2aa14b0879f3da6faa9164b4bab005d9149ff,287798
deliverables/leadership_report/LOCAL_TARGET_ASSIGNMENT_SOLUTION_CN.md,13,区域二级节点常态本地分配,assets/secondary_local_assignment_architecture.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_local_assignment_architecture.png,present,tracked,5bf02474717af9b74193ce72320facc0232f2541d55af0d3144a341564081cdf,301244
deliverables/leadership_report/LOCAL_TARGET_ASSIGNMENT_SOLUTION_CN.md,41,本地目标分配的主要难点,assets/local_assignment_difficulty.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/local_assignment_difficulty.png,present,tracked,10904e17620889d4921b5bd61f1d62aa2e66d36b0e1369f388677ee04700d20e,348086
deliverables/leadership_report/LOCAL_TARGET_ASSIGNMENT_SOLUTION_CN.md,57,光电证据决定可发布的任务类型,assets/secondary_task_maturity_gate.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_task_maturity_gate.png,present,tracked,f3d012ed82ec066b115f0c057d1b7735fea52dadd5371a52112097ab3a254bdd,283617
deliverables/leadership_report/LOCAL_TARGET_ASSIGNMENT_SOLUTION_CN.md,69,学习增强分配的状态、动作和回报,assets/local_assignment_rl_state_action_reward.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/local_assignment_rl_state_action_reward.png,present,tracked,f253ea25cd21b5737abcd76058cac4e969a9fc200d095404409414b4c66d3f71,294667
deliverables/leadership_report/LOCAL_TARGET_ASSIGNMENT_SOLUTION_CN.md,115,二级节点本地分配的综合代价,assets/local_assignment_cost_components_secondary.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/local_assignment_cost_components_secondary.png,present,tracked,51659c7f6941db65040d0813dd0ed74a53bbcd7954ee288946d6f2f00c082cd5,267014
deliverables/leadership_report/LOCAL_TARGET_ASSIGNMENT_SOLUTION_CN.md,129,规则代价、学习修正与确定性求解流程,assets/local_assignment_cost_correction_flow.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/local_assignment_cost_correction_flow.png,present,tracked,2487ae4c2d01dced9093a712eac3461eb1dc5b89cd3d575b42a66166b836f240,295314
deliverables/leadership_report/LOCAL_TARGET_ASSIGNMENT_SOLUTION_CN.md,149,匈牙利算法形成区内一对一任务,assets/local_assignment_hungarian.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/local_assignment_hungarian.png,present,tracked,cfa1dc83b1ce0b01cd3131672ea287d185d48db437e55f2738aaef01c4e3f0bf,236591
deliverables/leadership_report/LOCAL_TARGET_ASSIGNMENT_SOLUTION_CN.md,155,高威胁目标的多资源任务槽,assets/local_assignment_multi_resource_slots.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/local_assignment_multi_resource_slots.png,present,tracked,f13b019ff259fd2f5fddb559f7b3ff4cdab0187869cd8e1aad8cfbcb4f841831,257787
deliverables/leadership_report/LOCAL_TARGET_ASSIGNMENT_SOLUTION_CN.md,171,二级节点计划的滚动更新和迟滞,assets/local_assignment_hysteresis.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/local_assignment_hysteresis.png,present,tracked,1965a8daa01eff9fc2602bcbd1d04787e79e4bcea36ec204d2586a23f64034dd,252641
deliverables/leadership_report/LOCAL_TARGET_ASSIGNMENT_SOLUTION_CN.md,181,相邻区域的目标责任和资源支援,assets/secondary_cross_region_support.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_cross_region_support.png,present,tracked,1c12570da76760fe77189f0b49c38cdd4feb027174cf169fdd95ce08580f12ba,247040
deliverables/leadership_report/LOCAL_TARGET_ASSIGNMENT_SOLUTION_CN.md,187,二级节点失效后的本地分配接替,assets/secondary_assignment_failover.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/secondary_assignment_failover.png,present,tracked,6ec6cf6c57057074706cf1048b79b8e612e58ab39fad71cecd2cc804a38aafd4,281441
deliverables/leadership_report/MULTIMODAL_FEATURE_FUSION_AND_TRACK_ASSOCIATION_SOLUTION_CN.md,21,多模态特征融合与航迹关联流程,assets/multimodal_track_association_data_flow.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/multimodal_track_association_data_flow.png,present,tracked,d81edb13f3073239e28b0c33a48c68885d7414bf736eef517f3ee9a8a4113760,248542
deliverables/leadership_report/MULTIMODAL_FEATURE_FUSION_AND_TRACK_ASSOCIATION_SOLUTION_CN.md,57,特征融合主线与两侧支撑,assets/multimodal_fusion_levels_comparison.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/multimodal_fusion_levels_comparison.png,present,tracked,c2846075cd632232c56f048ace43ade59352257ee065b8f9b417a656f1a4ae4b,245145
deliverables/leadership_report/MULTIMODAL_FEATURE_FUSION_AND_TRACK_ASSOCIATION_SOLUTION_CN.md,73,多级监督融合网络参考结构,assets/multimodal_multilevel_supervision_network.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/multimodal_multilevel_supervision_network.png,present,tracked,02b42ccdf691366d632e2fcb0c4d3478e3f903a5c5cd7813d9c85d6aaf937dd3,300959
deliverables/leadership_report/REGIONAL_ROLLING_SCHEDULING_REINFORCEMENT_LEARNING_SOLUTION_CN.md,35,区域调度四级状态,assets/regional_four_stage_flow.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/regional_four_stage_flow.png,present,tracked,2952df435dd1927dc801fdaaf395aca5235b757b9ae3493d41fe03d2dc8eefaa,317005
deliverables/leadership_report/REGIONAL_ROLLING_SCHEDULING_REINFORCEMENT_LEARNING_SOLUTION_CN.md,59,强化学习区域调度流程,../background/figures/200v200_learning_gnn/10_learning_regional_flow.png,/home/linux/Documents/MSM/deliverables/background/figures/200v200_learning_gnn/10_learning_regional_flow.png,present,tracked,bc50b2749fc4f1d94b6570bb5a8ead7b4ce87dce09a87a6e16693d5f2c764490,344928
deliverables/leadership_report/REGIONAL_ROLLING_SCHEDULING_REINFORCEMENT_LEARNING_SOLUTION_CN.md,73,区域调度三维示意,../background/figures/200v200_learning_gnn/11_learning_regional_3d.png,/home/linux/Documents/MSM/deliverables/background/figures/200v200_learning_gnn/11_learning_regional_3d.png,present,tracked,71cce305007d63b80a19577e202431dd791fe25e68459616911ba8da1ef37969,538894
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,31,中心、二级节点和拦截无人机的三维配准场景,assets/visual_registration_overall_architecture_3d.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_overall_architecture_3d.png,present,tracked,6d24b007d8bcf7a01ada954f0cd3e469a8297dbd9f7172982af761c90a0a0bc6,378905
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,63,单个像素反投影形成的深度歧义,assets/visual_registration_pixel_ray_depth_ambiguity.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_pixel_ray_depth_ambiguity.png,present,tracked,62ef1efd93f4dd4272d4e37e90bbd0092aac5364e04ccce4363d0c842c31f6bb,309827
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,73,极平面、空间视线和像平面的三维关系,assets/visual_registration_epipolar_plane_3d.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_epipolar_plane_3d.png,present,tracked,3b0a9e815c7cd39e8e67a1096f9668c48699c27ba41df55b222b2b36da396ea9,328294
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,122,位姿误差形成的极线概率带,assets/visual_registration_pose_uncertainty_3d.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_pose_uncertainty_3d.png,present,tracked,ade84a13289111cee3646266e0d888160eb6a721c5fd4bd7f8c093e885a40939,315531
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,134,极线概率带和有限候选区域,assets/visual_registration_epipolar_candidate_region.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_epipolar_candidate_region.png,present,tracked,8e60b1981e82ba63e4cc4ca9a98936b155c5edc74b85490b0ae232486c0bad7a,315605
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,146,异步拍摄条件下的三维运动补偿,assets/visual_registration_dynamic_time_alignment_3d.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_dynamic_time_alignment_3d.png,present,tracked,f08914d7c5a9c16110cafb1b42a2cdd6ee0dc041e33f33156ebd72f31b6ebcf6,353893
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,158,两视角交会和双向重投影,assets/visual_registration_secondary_overlap_reprojection_3d.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_secondary_overlap_reprojection_3d.png,present,tracked,87c696eec79afa75c76639a25895f36e0aef627f29fba6cd727250ff58f19bb3,320074
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,226,扇区基准航迹的可分与重叠,assets/visual_registration_coarse_track_overlap.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_coarse_track_overlap.png,present,tracked,77841628bc994b916a29a5f4a5f90db41dfe23e16fb7cac67a53232af17b296e,351519
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,243,同一目标的五级证据链,assets/visual_registration_five_stage_evidence_chain.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_five_stage_evidence_chain.png,present,tracked,667a0dc6d01ca0b12b166d459c169ac88692e426ec8f2a669dcbee999118f487,320697
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,264,非共同视场下的三维轨迹交接,assets/visual_registration_nonoverlap_handoff_3d.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_nonoverlap_handoff_3d.png,present,tracked,bf7824e5437b793ee9c1cf33d09928ade165f7f467aa6d082337eb9c40c95a22,270741
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,276,主动补充视角和观察基线,assets/visual_registration_active_baseline_observation.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_active_baseline_observation.png,present,tracked,eccd4528e9dea97fb160a2c9e7f819d60479b600677a4844518a773947ceeee9,351110
deliverables/leadership_report/VISUAL_REGISTRATION_GEOMETRY_AND_HANDOVER_SOLUTION_CN.md,318,轨迹关系图的可观测边界,assets/visual_registration_graph_observability_boundary.png,/home/linux/Documents/MSM/deliverables/leadership_report/assets/visual_registration_graph_observability_boundary.png,present,tracked,8dfafc461bdcbd97014b20e4b2432a77a60e8cd70da4ec0c8632e5b05ca5c6c3,378366
